@relation 'data_inbix-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute Tiny numeric
@attribute NonPolar numeric
@attribute Polar numeric
@attribute 'Bulky properties' numeric
@attribute 'Helix/bend preference' numeric
@attribute 'Double-bend preference' numeric
@attribute 'Flat extended preference' numeric
@attribute pK-C numeric
@attribute ProtFP1 numeric
@attribute ProtFP8 numeric
@attribute Z1 numeric
@attribute R numeric
@attribute I numeric
@attribute P numeric
@attribute VA numeric
@attribute GR numeric
@attribute TR numeric
@attribute RD numeric
@attribute FD numeric
@attribute WD numeric
@attribute DC numeric
@attribute GC numeric
@attribute YC numeric
@attribute GE numeric
@attribute NQ numeric
@attribute PG numeric
@attribute VG numeric
@attribute NH numeric
@attribute PH numeric
@attribute KI numeric
@attribute TI numeric
@attribute KL numeric
@attribute VL numeric
@attribute AK numeric
@attribute YK numeric
@attribute GF numeric
@attribute LF numeric
@attribute AP numeric
@attribute CP numeric
@attribute LP numeric
@attribute GS numeric
@attribute IS numeric
@attribute MS numeric
@attribute TT numeric
@attribute AW numeric
@attribute LW numeric
@attribute RY numeric
@attribute CY numeric
@attribute LY numeric
@attribute PY numeric
@attribute AV numeric
@attribute EV numeric
@attribute QV numeric
@attribute KAA numeric
@attribute FAA numeric
@attribute TNA numeric
@attribute GDA numeric
@attribute LEA numeric
@attribute VEA numeric
@attribute RGA numeric
@attribute GHA numeric
@attribute RIA numeric
@attribute ILA numeric
@attribute GKA numeric
@attribute MMA numeric
@attribute ESA numeric
@attribute LSA numeric
@attribute GYA numeric
@attribute EVA numeric
@attribute KVA numeric
@attribute PVA numeric
@attribute SVA numeric
@attribute ERR numeric
@attribute INR numeric
@attribute GER numeric
@attribute NGR numeric
@attribute EGR numeric
@attribute GGR numeric
@attribute IIR numeric
@attribute TKR numeric
@attribute APR numeric
@attribute ADN numeric
@attribute QEN numeric
@attribute YEN numeric
@attribute DQN numeric
@attribute FTN numeric
@attribute YTN numeric
@attribute AAD numeric
@attribute KLD numeric
@attribute FKD numeric
@attribute HPD numeric
@attribute ISD numeric
@attribute STC numeric
@attribute FAE numeric
@attribute TRE numeric
@attribute VRE numeric
@attribute LNE numeric
@attribute TGE numeric
@attribute AIE numeric
@attribute DLE numeric
@attribute EFE numeric
@attribute DPE numeric
@attribute VSE numeric
@attribute KNQ numeric
@attribute VQQ numeric
@attribute LIQ numeric
@attribute LKQ numeric
@attribute MKQ numeric
@attribute IVQ numeric
@attribute KAG numeric
@attribute ARG numeric
@attribute IRG numeric
@attribute EDG numeric
@attribute LEG numeric
@attribute LHG numeric
@attribute RIG numeric
@attribute LLG numeric
@attribute KLG numeric
@attribute PLG numeric
@attribute IKG numeric
@attribute TKG numeric
@attribute GTG numeric
@attribute HHH numeric
@attribute ALH numeric
@attribute IPH numeric
@attribute GYH numeric
@attribute QAI numeric
@attribute LAI numeric
@attribute SNI numeric
@attribute IDI numeric
@attribute GEI numeric
@attribute EKI numeric
@attribute LSI numeric
@attribute LYI numeric
@attribute KAL numeric
@attribute VAL numeric
@attribute NRL numeric
@attribute NNL numeric
@attribute NDL numeric
@attribute EEL numeric
@attribute EQL numeric
@attribute LGL numeric
@attribute ALL numeric
@attribute ELL numeric
@attribute NKL numeric
@attribute KKL numeric
@attribute TKL numeric
@attribute IPL numeric
@attribute YSL numeric
@attribute KYL numeric
@attribute PYL numeric
@attribute GVL numeric
@attribute GAK numeric
@attribute IRK numeric
@attribute QDK numeric
@attribute KDK numeric
@attribute DQK numeric
@attribute SQK numeric
@attribute YGK numeric
@attribute EIK numeric
@attribute PLK numeric
@attribute GMK numeric
@attribute GYK numeric
@attribute VYK numeric
@attribute ANM numeric
@attribute IDM numeric
@attribute DVM numeric
@attribute QAF numeric
@attribute VRF numeric
@attribute AIF numeric
@attribute IKF numeric
@attribute GSF numeric
@attribute LTF numeric
@attribute VVF numeric
@attribute IAP numeric
@attribute PEP numeric
@attribute LHP numeric
@attribute VLP numeric
@attribute PKP numeric
@attribute LPP numeric
@attribute GSP numeric
@attribute DNS numeric
@attribute LIS numeric
@attribute MKS numeric
@attribute LFS numeric
@attribute PFS numeric
@attribute SFS numeric
@attribute VPS numeric
@attribute STS numeric
@attribute RVS numeric
@attribute QAT numeric
@attribute KRT numeric
@attribute ENT numeric
@attribute GLT numeric
@attribute PLT numeric
@attribute LLW numeric
@attribute SAY numeric
@attribute SDY numeric
@attribute AAV numeric
@attribute IAV numeric
@attribute RNV numeric
@attribute YDV numeric
@attribute TGV numeric
@attribute RHV numeric
@attribute RKV numeric
@attribute SKV numeric
@attribute GFV numeric
@attribute NYV numeric
@attribute IVV numeric
@attribute VVV numeric
@attribute output {0,1}

@data
39.516,44.355,55.645,-0.346419,-0.003306,0.136452,-0.028306,-0.079274,-1.227903,0.179355,0.821935,0.032258,0.024194,0.032258,0.00813,0,0,0,0.00813,0,0.00813,0,0.00813,0,0.00813,0,0,0,0,0,0,0,0,0.00813,0.00813,0,0,0,0,0,0.00813,0,0,0.00813,0,0,0,0.00813,0,0,0.00813,0,0.00813,0,0,0,0,0,0,0,0,0,0,0,0,0.008197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.516,44.355,55.645,-0.346419,-0.003306,0.136452,-0.028306,-0.079274,-1.227903,0.179355,0.821935,0.032258,0.024194,0.032258,0.00813,0,0,0,0.00813,0,0.00813,0,0.00813,0,0.00813,0,0,0,0,0,0,0,0,0.00813,0.00813,0,0,0,0,0,0.00813,0,0,0.00813,0,0,0,0.00813,0,0,0.00813,0,0.00813,0,0,0,0,0,0,0,0,0,0,0,0,0.008197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.516,44.355,55.645,-0.346419,-0.003306,0.136452,-0.028306,-0.079274,-1.227903,0.179355,0.821935,0.032258,0.024194,0.032258,0.00813,0,0,0,0.00813,0,0.00813,0,0.00813,0,0.00813,0,0,0,0,0,0,0,0,0.00813,0.00813,0,0,0,0,0,0.00813,0,0,0.00813,0,0,0,0.00813,0,0,0.00813,0,0.00813,0,0,0,0,0,0,0,0,0,0,0,0,0.008197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.516,44.355,55.645,-0.346419,-0.003306,0.136452,-0.028306,-0.079274,-1.227903,0.179355,0.821935,0.032258,0.024194,0.032258,0.00813,0,0,0,0.00813,0,0.00813,0,0.00813,0,0.00813,0,0,0,0,0,0,0,0,0.00813,0.00813,0,0,0,0,0,0.00813,0,0,0.00813,0,0,0,0.00813,0,0,0.00813,0,0.00813,0,0,0,0,0,0,0,0,0,0,0,0,0.008197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.698,55.917,44.083,-0.164885,-0.129172,-0.021302,0.013787,-0.114053,-0.743757,-0.061065,0.155444,0.029586,0.112426,0.044379,0.005935,0.002967,0.002967,0,0,0,0,0,0,0.005935,0.002967,0.008902,0.005935,0,0.002967,0.008902,0.005935,0.005935,0.002967,0.002967,0.005935,0.005935,0,0,0,0,0,0.005935,0.008902,0,0.002967,0,0.002967,0,0.002967,0,0.014837,0.005935,0,0,0,0,0,0,0,0,0,0,0.002976,0.002976,0,0.002976,0,0,0,0,0,0,0,0,0.002976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002976,0,0.002976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002976,0.002976,0,0,0,0,0,0,0,0,0,0,0,0.002976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002976,0.002976,0,0,0,0,0,0,0,0,0,0,0.002976,0,0,0,0,0,0,0,0,0.002976,0,1
28.698,55.917,44.083,-0.164885,-0.129172,-0.021302,0.013787,-0.114053,-0.743757,-0.061065,0.155444,0.029586,0.112426,0.044379,0.005935,0.002967,0.002967,0,0,0,0,0,0,0.005935,0.002967,0.008902,0.005935,0,0.002967,0.008902,0.005935,0.005935,0.002967,0.002967,0.005935,0.005935,0,0,0,0,0,0.005935,0.008902,0,0.002967,0,0.002967,0,0.002967,0,0.014837,0.005935,0,0,0,0,0,0,0,0,0,0,0.002976,0.002976,0,0.002976,0,0,0,0,0,0,0,0,0.002976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002976,0,0.002976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002976,0.002976,0,0,0,0,0,0,0,0,0,0,0,0.002976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002976,0.002976,0,0,0,0,0,0,0,0,0,0,0.002976,0,0,0,0,0,0,0,0,0.002976,0,1
27.174,45.652,54.348,-0.164489,-0.220109,-0.08337,0.003478,-0.079457,-1.060543,0.07087,0.427174,0.054348,0.054348,0.021739,0,0,0,0.021978,0,0,0,0,0,0,0,0,0,0,0,0.010989,0,0.010989,0.010989,0.032967,0,0,0,0,0,0,0,0.010989,0.010989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.174,45.652,54.348,-0.164489,-0.220109,-0.08337,0.003478,-0.079457,-1.060543,0.07087,0.427174,0.054348,0.054348,0.021739,0,0,0,0.021978,0,0,0,0,0,0,0,0,0,0,0,0.010989,0,0.010989,0.010989,0.032967,0,0,0,0,0,0,0,0.010989,0.010989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.316,50.292,49.708,-0.053181,-0.169883,-0.016199,0.020643,-0.062047,-0.546316,0.178363,0.136374,0.05848,0.05848,0.02924,0,0.005882,0,0.017647,0,0.005882,0,0,0,0,0,0,0.017647,0,0.005882,0.005882,0.005882,0.011765,0.005882,0.005882,0,0.005882,0.005882,0,0,0,0.005882,0,0.005882,0.005882,0,0,0,0,0.005882,0,0.005882,0.005882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.15,53.982,46.018,-0.271558,0.166947,-0.005531,-0.121726,-0.209912,-0.771372,0.147655,0.176637,0.035398,0.013274,0.057522,0.008889,0.004444,0.004444,0.008889,0.004444,0,0.004444,0.004444,0.004444,0,0,0.013333,0,0,0,0.004444,0.008889,0,0.004444,0.004444,0,0.008889,0,0.008889,0,0,0.013333,0.008889,0.004444,0.004444,0,0,0.004444,0,0.008889,0,0.008889,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004464,0,0,0,0,0,0.004464,0,0,0,0,0,0.004464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,45.116,54.884,-0.240502,0.196279,-0.061023,-0.163395,-0.137674,-1.275628,0.230837,0.409814,0.027907,0.046512,0.055814,0,0,0,0,0,0,0,0,0.004673,0,0,0.004673,0.004673,0,0,0.004673,0.009346,0,0.004673,0,0,0,0.004673,0.009346,0,0,0.014019,0.009346,0.004673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004695,0,0,0.004695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004695,0,0,0,0,0,0,0,0,0,0,0.004695,0,0,0,0,0,0,0,0.004695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004695,0,0,0,0,0,0,0,0,0.004695,0.004695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.614,43.564,56.436,-0.261861,0.03297,-0.16901,-0.04099,-0.024158,-1.146238,0.064059,0.576139,0.029703,0.069307,0.009901,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.817,56.347,43.653,-0.230302,-0.061053,-0.221858,-0.075294,-0.01274,-0.829845,0.086703,0.286223,0.072755,0.057276,0.066563,0.004651,0.004651,0,0.003101,0.004651,0.00155,0.00155,0.00155,0.00155,0.009302,0.003101,0.004651,0.009302,0,0.00155,0.003101,0.006202,0.00155,0.003101,0.003101,0.00155,0.004651,0.003101,0.007752,0,0.006202,0.003101,0.00155,0.004651,0.004651,0,0.003101,0.00155,0,0,0.003101,0.010853,0.007752,0.006202,0,0.001553,0,0,0,0.001553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001553,0,0,0,0,0,0.001553,0,0,0,0,0,0,0.003106,0.001553,0,0,0,0,0.003106,0,0.001553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001553,0,0.001553,0,0,0,0,0,0,0,0,0,0,0,0,0.001553,0,0,0,0,0,0,0,0,0.001553,0,0,0,0,0,0,0,0,0,0,0,0.001553,0,0,0,0,0,0,0,0,0,0,0.001553,0.003106,0,0.001553,0,0,0,0,0,0,0,0.001553,0,0,0,0.001553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.817,56.347,43.653,-0.230302,-0.061053,-0.221858,-0.075294,-0.01274,-0.829845,0.086703,0.286223,0.072755,0.057276,0.066563,0.004651,0.004651,0,0.003101,0.004651,0.00155,0.00155,0.00155,0.00155,0.009302,0.003101,0.004651,0.009302,0,0.00155,0.003101,0.006202,0.00155,0.003101,0.003101,0.00155,0.004651,0.003101,0.007752,0,0.006202,0.003101,0.00155,0.004651,0.004651,0,0.003101,0.00155,0,0,0.003101,0.010853,0.007752,0.006202,0,0.001553,0,0,0,0.001553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001553,0,0,0,0,0,0.001553,0,0,0,0,0,0,0.003106,0.001553,0,0,0,0,0.003106,0,0.001553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001553,0,0.001553,0,0,0,0,0,0,0,0,0,0,0,0,0.001553,0,0,0,0,0,0,0,0,0.001553,0,0,0,0,0,0,0,0,0,0,0,0.001553,0,0,0,0,0,0,0,0,0,0,0.001553,0.003106,0,0.001553,0,0,0,0,0,0,0,0.001553,0,0,0,0.001553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.614,43.564,56.436,-0.261861,0.03297,-0.16901,-0.04099,-0.024158,-1.146238,0.064059,0.576139,0.029703,0.069307,0.009901,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.614,43.564,56.436,-0.261861,0.03297,-0.16901,-0.04099,-0.024158,-1.146238,0.064059,0.576139,0.029703,0.069307,0.009901,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.614,43.564,56.436,-0.261861,0.03297,-0.16901,-0.04099,-0.024158,-1.146238,0.064059,0.576139,0.029703,0.069307,0.009901,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.614,43.564,56.436,-0.261861,0.03297,-0.16901,-0.04099,-0.024158,-1.146238,0.064059,0.576139,0.029703,0.069307,0.009901,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.818,50,50,-0.107667,-0.149697,0.019394,0.077121,-0.024545,-0.931364,0.249545,0.294697,0.045455,0.075758,0.030303,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015385,0.015385,0,0,0.015385,0,0,0,0,0,0,0.015385,0,0,0.015385,0,0,0,0,0,0,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.818,50,50,-0.107667,-0.149697,0.019394,0.077121,-0.024545,-0.931364,0.249545,0.294697,0.045455,0.075758,0.030303,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015385,0.015385,0,0,0.015385,0,0,0,0,0,0,0.015385,0,0,0.015385,0,0,0,0,0,0,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.818,50,50,-0.107667,-0.149697,0.019394,0.077121,-0.024545,-0.931364,0.249545,0.294697,0.045455,0.075758,0.030303,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015385,0.015385,0,0,0.015385,0,0,0,0,0,0,0.015385,0,0,0.015385,0,0,0,0,0,0,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.818,50,50,-0.107667,-0.149697,0.019394,0.077121,-0.024545,-0.931364,0.249545,0.294697,0.045455,0.075758,0.030303,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015385,0.015385,0,0,0.015385,0,0,0,0,0,0,0.015385,0,0,0.015385,0,0,0,0,0,0,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
